aakkosellinen, aakkosellisen, aakkosellista, aakkosellisena, aakkoselliseen, aakkosellisten, aakkosellisia, aakkosellisina, aakkosellisissa, aakkosellisiin
 päättävä, päättävän, päättävää, päättävänä, päättävään, päättävien, päättäviä, päättävinä, päättävissä, päättäviin
 päättäväinen, päättäväisen, päättäväistä, päättäväisenä, päättäväiseen, päättäväisten, päättäväisiä, päättäväisinä, päättäväisissä, päättäväisiin
 pöllö, pöllön, pöllöä, pöllönä, pöllöön, pöllöjen, pöllöjä, pöllöinä, pöllöissä, pöllöihin
 pöyhkeä, pöyhkeän, pöyhkeää, pöyhkeänä, pöyhkeään, pöyhkeiden, pöyhkeitä, pöyhkeinä, pöyhkeissä, pöyhkeisiin
 radikaali, radikaalin, radikaalia, radikaalina, radikaaliin, radikaalien, radikaaleja, radikaaleina, radikaaleissa, radikaaleihin
 radikaalinen, radikaalisen, radikaalista, radikaalisena, radikaaliseen, radikaalisten, radikaalisia, radikaalisina, radikaalisissa, radikaalisiin
 raflaava, raflaavan, raflaavaa, raflaavana, raflaavaan, raflaavien, raflaavia, raflaavina, raflaavissa, raflaaviin
 rahallinen, rahallisen, rahallista, rahallisena, rahalliseen, rahallisten, rahallisia, rahallisina, rahallisissa, rahallisiin
 raihnainen, raihnaisen, raihnaista, raihnaisena, raihnaiseen, raihnaisten, raihnaisia, raihnaisina, raihnaisissa, raihnaisiin
 railakas, railakkaan, railakasta, railakkaana, railakkaaseen, railakkaiden, railakkaita, railakkaina, railakkaissa, railakkaisiin
 raisu, raisun, raisua, raisuna, raisuun, raisujen, raisuja, raisuina, raisuissa, raisuihin
 raivoisa, raivoisan, raivoisaa, raivoisana, raivoisaan, raivoisien, raivoisia, raivoisina, raivoisissa, raivoisiin
 raivokas, raivokkaan, raivokasta, raivokkaana, raivokkaaseen, raivokkaiden, raivokkaita, raivokkaina, raivokkaissa, raivokkaisiin
 rajallinen, rajallisen, rajallista, rajallisena, rajalliseen, rajallisten, rajallisia, rajallisina, rajallisissa, rajallisiin
 raju, rajun, rajua, rajuna, rajuun, rajujen, rajuja, rajuina, rajuissa, rajuihin
 rakastettava, rakastettavan, rakastettavaa, rakastettavana, rakastettavaan, rakastettavien, rakastettavia, rakastettavina, rakastettavissa, rakastettaviin
 rakenteellinen, rakenteellisen, rakenteellista, rakenteellisena, rakenteelliseen, rakenteellisten, rakenteellisia, rakenteellisina, rakenteellisissa, rakenteellisiin
 ranka, rangan, rankaa, rankana, rankaan, rankojen, rankoja, rankoina, rangoissa, rankoihin
 rasistinen, rasistisen, rasistista, rasistisena, rasistiseen, rasististen, rasistisia, rasistisina, rasistisissa, rasistisiin
 rasittava, rasittavan, rasittavaa, rasittavana, rasittavaan, rasittavien, rasittavia, rasittavina, rasittavissa, rasittaviin
 raskas, raskaan, raskasta, raskaana, raskaaseen, raskaiden, raskaita, raskaina, raskaissa, raskaisiin
 rationaalinen, rationaalisen, rationaalista, rationaalisena, rationaaliseen, rationaalisten, rationaalisia, rationaalisina, rationaalisissa, rationaalisiin
 ratkaiseva, ratkaisevan, ratkaisevaa, ratkaisevana, ratkaisevaan, ratkaisevien, ratkaisevia, ratkaisevina, ratkaisevissa, ratkaiseviin
 rattoisa, rattoisan, rattoisaa, rattoisana, rattoisaan, rattoisien, rattoisia, rattoisina, rattoisissa, rattoisiin
 rauhallinen, rauhallisen, rauhallista, rauhallisena, rauhalliseen, rauhallisten, rauhallisia, rauhallisina, rauhallisissa, rauhallisiin
 raukea, raukean, raukeaa, raukeana, raukeaan, raukeiden, raukeita, raukeina, raukeissa, raukeisiin
 rautainen, rautaisen, rautaista, rautaisena, rautaiseen, rautaisten, rautaisia, rautaisina, rautaisissa, rautaisiin
 realistinen, realistisen, realistista, realistisena, realistiseen, realististen, realistisia, realistisina, realistisissa, realistisiin
 reflektorinen, reflektorisen, reflektorista, reflektorisena, reflektoriseen, reflektoristen, reflektorisia, reflektorisina, reflektorisissa, reflektorisiin
 rehellinen, rehellisen, rehellistä, rehellisenä, rehelliseen, rehellisten, rehellisiä, rehellisinä, rehellisissä, rehellisiin
 rehevä, rehevän, rehevää, rehevänä, rehevään, rehevien, reheviä, rehevinä, rehevissä, reheviin
 rehvakas, rehvakkaan, rehvakasta, rehvakkaana, rehvakkaaseen, rehvakkaiden, rehvakkaita, rehvakkaina, rehvakkaissa, rehvakkaisiin
 reilu, reilun, reilua, reiluna, reiluun, reilujen, reiluja, reiluina, reiluissa, reiluihin
 rempseä, rempseän, rempseää, rempseänä, rempseään, rempseiden, rempseitä, rempseinä, rempseissä, rempseisiin
 repäisevä, repäisevän, repäisevää, repäisevänä, repäisevään, repäisevien, repäiseviä, repäisevinä, repäisevissä, repäiseviin
 resitatiivinen, resitatiivisen, resitatiivista, resitatiivisena, resitatiiviseen, resitatiivisten, resitatiivisia, resitatiivisina, resitatiivisissa, resitatiivisiin
 reteä, reteän, reteää, reteänä, reteään, reteiden, reteitä, reteinä, reteissä, reteisiin
 retorinen, retorisen, retorista, retorisena, retoriseen, retoristen, retorisia, retorisina, retorisissa, retorisiin
 riehakas, riehakkaan, riehakasta, riehakkaana, riehakkaaseen, riehakkaiden, riehakkaita, riehakkaina, riehakkaissa, riehakkaisiin
 riemuisa, riemuisan, riemuisaa, riemuisana, riemuisaan, riemuisien, riemuisia, riemuisina, riemuisissa, riemuisiin
 riemukas, riemukkaan, riemukasta, riemukkaana, riemukkaaseen, riemukkaiden, riemukkaita, riemukkaina, riemukkaissa, riemukkaisiin
 rigoristinen, rigoristisen, rigoristista, rigoristisena, rigoristiseen, rigorististen, rigoristisia, rigoristisina, rigoristisissa, rigoristisiin
 riipaiseva, riipaisevan, riipaisevaa, riipaisevana, riipaisevaan, riipaisevien, riipaisevia, riipaisevina, riipaisevissa, riipaiseviin
 riitainen, riitaisen, riitaista, riitaisena, riitaiseen, riitaisten, riitaisia, riitaisina, riitaisissa, riitaisiin
 riittoisa, riittoisan, riittoisaa, riittoisana, riittoisaan, riittoisien, riittoisia, riittoisina, riittoisissa, riittoisiin
 riittävä, riittävän, riittävää, riittävänä, riittävään, riittävien, riittäviä, riittävinä, riittävissä, riittäviin
 rikas, rikkaan, rikasta, rikkaana, rikkaaseen, rikkaiden, rikkaita, rikkaina, rikkaissa, rikkaisiin
 rikollinen, rikollisen, rikollista, rikollisena, rikolliseen, rikollisten, rikollisia, rikollisina, rikollisissa, rikollisiin
 rinnakkainen, rinnakkaisen, rinnakkaista, rinnakkaisena, rinnakkaiseen, rinnakkaisten, rinnakkaisia, rinnakkaisina, rinnakkaisissa, rinnakkaisiin
 ripeä, ripeän, ripeää, ripeänä, ripeään, ripeiden, ripeitä, ripeinä, ripeissä, ripeisiin
 ristikkäinen, ristikkäisen, ristikkäistä, ristikkäisenä, ristikkäiseen, ristikkäisten, ristikkäisiä, ristikkäisinä, ristikkäisissä, ristikkäisiin
 ritarillinen, ritarillisen, ritarillista, ritarillisena, ritarilliseen, ritarillisten, ritarillisia, ritarillisina, ritarillisissa, ritarillisiin
 riuska, riuskan, riuskaa, riuskana, riuskaan, riuskojen, riuskoja, riuskoina, riuskoissa, riuskoihin
 rodullinen, rodullisen, rodullista, rodullisena, rodulliseen, rodullisten, rodullisia, rodullisina, rodullisissa, rodullisiin
 rohkea, rohkean, rohkeaa, rohkeana, rohkeaan, rohkeiden, rohkeita, rohkeina, rohkeissa, rohkeisiin
 roima, roiman, roimaa, roimana, roimaan, roimien, roimia, roimina, roimissa, roimiin
 romanttinen, romanttisen, romanttista, romanttisena, romanttiseen, romanttisten, romanttisia, romanttisina, romanttisissa, romanttisiin
 ronski, ronskin, ronskia, ronskina, ronskiin, ronskien, ronskeja, ronskeina, ronskeissa, ronskeihin
 rosoinen, rosoisen, rosoista, rosoisena, rosoiseen, rosoisten, rosoisia, rosoisina, rosoisissa, rosoisiin
 ruhtinaallinen, ruhtinaallisen, ruhtinaallista, ruhtinaallisena, ruhtinaalliseen, ruhtinaallisten, ruhtinaallisia, ruhtinaallisina, ruhtinaallisissa, ruhtinaallisiin
 ruma, ruman, rumaa, rumana, rumaan, rumien, rumia, rumina, rumissa, rumiin
 runollinen, runollisen, runollista, runollisena, runolliseen, runollisten, runollisia, runollisina, runollisissa, runollisiin
 runsas, runsaan, runsasta, runsaana, runsaaseen, runsaiden, runsaita, runsaina, runsaissa, runsaisiin
 rutka, rutkan, rutkaa, rutkana, rutkaan, rutkien, rutkia, rutkina, rutkissa, rutkiin
 ruumiillinen, ruumiillisen, ruumiillista, ruumiillisena, ruumiilliseen, ruumiillisten, ruumiillisia, ruumiillisina, ruumiillisissa, ruumiillisiin
 ryhdikäs, ryhdikkään, ryhdikästä, ryhdikkäänä, ryhdikkääseen, ryhdikkäiden, ryhdikkäitä, ryhdikkäinä, ryhdikkäissä, ryhdikkäisiin
 rytmikäs, rytmikkään, rytmikästä, rytmikkäänä, rytmikkääseen, rytmikkäiden, rytmikkäitä, rytmikkäinä, rytmikkäissä, rytmikkäisiin
 rytmillinen, rytmillisen, rytmillistä, rytmillisenä, rytmilliseen, rytmillisten, rytmillisiä, rytmillisinä, rytmillisissä, rytmillisiin
 rytminen, rytmisen, rytmistä, rytmisenä, rytmiseen, rytmisten, rytmisiä, rytmisinä, rytmisissä, rytmisiin
 räikeä, räikeän, räikeää, räikeänä, räikeään, räikeiden, räikeitä, räikeinä, räikeissä, räikeisiin
 räiskyvä, räiskyvän, räiskyvää, räiskyvänä, räiskyvään, räiskyvien, räiskyviä, räiskyvinä, räiskyvissä, räiskyviin
 räjähdysmäinen, räjähdysmäisen, räjähdysmäistä, räjähdysmäisenä, räjähdysmäiseen, räjähdysmäisten, räjähdysmäisiä, räjähdysmäisinä, räjähdysmäisissä, räjähdysmäisiin
 räkäinen, räkäisen, räkäistä, räkäisenä, räkäiseen, räkäisten, räkäisiä, räkäisinä, räkäisissä, räkäisiin
 rämeä, rämeän, rämeää, rämeänä, rämeään, rämeiden, rämeitä, rämeinä, rämeissä, rämeisiin
 römeä, römeän, römeää, römeänä, römeään, römeiden, römeitä, römeinä, römeissä, römeisiin
 röyhkeä, röyhkeän, röyhkeää, röyhkeänä, röyhkeään, röyhkeiden, röyhkeitä, röyhkeinä, röyhkeissä, röyhkeisiin
 saakeli, saakelin, saakelia, saakelina, saakeliin, saakeleiden, saakeleita, saakeleina, saakeleissa, saakeleihin
 saakuri, saakurin, saakuria, saakurina, saakuriin, saakureiden, saakureita, saakureina, saakureissa, saakureihin
 saamari, saamarin, saamaria, saamarina, saamariin, saamareiden, saamareita, saamareina, saamareissa, saamareihin
 saatana, saatanan, saatanaa, saatanana, saatanaan, saatanoiden, saatanoita, saatanoina, saatanoissa, saatanoihin
 sadistinen, sadistisen, sadistista, sadistisena, sadistiseen, sadististen, sadistisia, sadistisina, sadistisissa, sadistisiin
 sairaalloinen, sairaalloisen, sairaalloista, sairaalloisena, sairaalloiseen, sairaalloisten, sairaalloisia, sairaalloisina, sairaalloisissa, sairaalloisiin
 sairas, sairaan, sairasta, sairaana, sairaaseen, sairaiden, sairaita, sairaina, sairaissa, sairaisiin
 salainen, salaisen, salaista, salaisena, salaiseen, salaisten, salaisia, salaisina, salaisissa, salaisiin
 salakähmäinen, salakähmäisen, salakähmäista, salakähmäisena, salakähmäiseen, salakähmäisten, salakähmäisia, salakähmäisina, salakähmäisissa, salakähmäisiin
 salamyhkäinen, salamyhkäisen, salamyhkäista, salamyhkäisena, salamyhkäiseen, salamyhkäisten, salamyhkäisia, salamyhkäisina, salamyhkäisissa, salamyhkäisiin
 salavihkainen, salavihkaisen, salavihkaista, salavihkaisena, salavihkaiseen, salavihkaisten, salavihkaisia, salavihkaisina, salavihkaisissa, salavihkaisiin
 salliva, sallivan, sallivaa, sallivana, sallivaan, sallivien, sallivia, sallivina, sallivissa, salliviin
 samperi, samperin, samperia, samperina, samperiin, sampereiden, sampereita, sampereina, sampereissa, sampereihin
 sanainen, sanaisen, sanaista, sanaisena, sanaiseen, sanaisten, sanaisia, sanaisina, sanaisissa, sanaisiin
 sanallinen, sanallisen, sanallista, sanallisena, sanalliseen, sanallisten, sanallisia, sanallisina, sanallisissa, sanallisiin
 sanka, sangan, sankaa, sankana, sankaan, sankojen, sankoja, sankoina, sangoissa, sankoihin
 sankarillinen, sankarillisen, sankarillista, sankarillisena, sankarilliseen, sankarillisten, sankarillisia, sankarillisina, sankarillisissa, sankarillisiin
 sanottava, sanottavan, sanottavaa, sanottavana, sanottavaan, sanottavien, sanottavia, sanottavina, sanottavissa, sanottaviin
 sapekas, sapekkaan, sapekasta, sapekkaana, sapekkaaseen, sapekkaiden, sapekkaita, sapekkaina, sapekkaissa, sapekkaisiin
 sarkastinen, sarkastisen, sarkastista, sarkastisena, sarkastiseen, sarkastisten, sarkastisia, sarkastisina, sarkastisissa, sarkastisiin
 sattuva, sattuvan, sattuvaa, sattuvana, sattuvaan, sattuvien, sattuvia, sattuvina, sattuvissa, sattuviin
 satunnainen, satunnaisen, satunnaista, satunnaisena, satunnaiseen, satunnaisten, satunnaisia, satunnaisina, satunnaisissa, satunnaisiin
 sekainen, sekaisen, sekaista, sekaisena, sekaiseen, sekaisten, sekaisia, sekaisina, sekaisissa, sekaisiin
 sekasortoinen, sekasortoisen, sekasortoista, sekasortoisena, sekasortoiseen, sekasortoisten, sekasortoisia, sekasortoisina, sekasortoisissa, sekasortoisiin
 sekava, sekavan, sekavaa, sekavana, sekavaan, sekavien, sekavia, sekavina, sekavissa, sekaviin
 seksikäs, seksikkään, seksikästä, seksikkäänä, seksikkääseen, seksikkäiden, seksikkäitä, seksikkäinä, seksikkäissä, seksikkäisiin
 seksuaalinen, seksuaalisen, seksuaalista, seksuaalisena, seksuaaliseen, seksuaalisten, seksuaalisia, seksuaalisina, seksuaalisissa, seksuaalisiin
 sekularistinen, sekularistisen, sekularistista, sekularistisena, sekularistiseen, sekularististen, sekularistisia, sekularistisina, sekularistisissa, sekularistisiin
 sekundaari, sekundaarin, sekundaaria, sekundaarina, sekundaariin, sekundaarien, sekundaareja, sekundaareina, sekundaareissa, sekundaareihin
 sekundaarinen, sekundaarisen, sekundaarista, sekundaarisena, sekundaariseen, sekundaaristen, sekundaarisia, sekundaarisina, sekundaarisissa, sekundaarisiin
 selektiivinen, selektiivisen, selektiivistä, selektiivisenä, selektiiviseen, selektiivisten, selektiivisiä, selektiivisinä, selektiivisissä, selektiivisiin
 selkeä, selkeän, selkeää, selkeänä, selkeään, selkeiden, selkeitä, selkeinä, selkeissä, selkeisiin
 selkäinen, selkäisen, selkäistä, selkäisenä, selkäiseen, selkäisten, selkäisiä, selkäisinä, selkäisissä, selkäisiin
 selvä, selvän, selvää, selvänä, selvään, selvien, selviä, selvinä, selvissä, selviin
 sensitiivinen, sensitiivisen, sensitiivistä, sensitiivisenä, sensitiiviseen, sensitiivisten, sensitiivisiä, sensitiivisinä, sensitiivisissä, sensitiivisiin
 sentimentaalinen, sentimentaalisen, sentimentaalista, sentimentaalisena, sentimentaaliseen, sentimentaalisten, sentimentaalisia, sentimentaalisina, sentimentaalisissa, sentimentaalisiin
 separatistinen, separatistisen, separatistista, separatistisena, separatistiseen, separatististen, separatistisia, separatistisina, separatistisissa, separatistisiin
 seremoniallinen, seremoniallisen, seremoniallista, seremoniallisena, seremonialliseen, seremoniallisten, seremoniallisia, seremoniallisina, seremoniallisissa, seremoniallisiin
 setämäinen, setämäisen, setämäistä, setämäisenä, setämäiseen, setämäisten, setämäisiä, setämäisinä, setämäisissä, setämäisiin
 seudullinen, seudullisen, seudullista, seudullisena, seudulliseen, seudullisten, seudullisia, seudullisina, seudullisissa, seudullisiin
 seuraava, seuraavan, seuraavaa, seuraavana, seuraavaan, seuraavien, seuraavia, seuraavina, seuraavissa, seuraaviin
 siedettävä, siedettävän, siedettävää, siedettävänä, siedettävään, siedettävien, siedettäviä, siedettävinä, siedettävissä, siedettäviin
 sielukas, sielukkaan, sielukasta, sielukkaana, sielukkaaseen, sielukkaiden, sielukkaita, sielukkaina, sielukkaissa, sielukkaisiin
 sielullinen, sielullisen, sielullista, sielullisena, sielulliseen, sielullisten, sielullisia, sielullisina, sielullisissa, sielullisiin
 sievä, sievän, sievää, sievänä, sievään, sievien, sieviä, sievinä, sievissä, sieviin
 siisti, siistin, siistiä, siistinä, siistiin, siistien, siistejä, siisteinä, siisteissä, siisteihin
 siivo, siivon, siivoa, siivona, siivoon, siivojen, siivoja, siivoina, siivoissa, siivoihin
 sikeä, sikeän, sikeää, sikeänä, sikeään, sikeiden, sikeitä, sikeinä, sikeissä, sikeisiin
 sileä, sileän, sileää, sileänä, sileään, sileiden, sileitä, sileinä, sileissä, sileisiin
 silmäinen, silmäisen, silmäistä, silmäisenä, silmäiseen, silmäisten, silmäisiä, silmäisinä, silmäisissä, silmäisiin
 siloinen, siloisen, siloista, siloisena, siloiseen, siloisten, siloisia, siloisina, siloisissa, siloisiin
 simppeli, simppelin, simppeliä, simppelinä, simppeliin, simppeleiden, simppeleitä, simppeleinä, simppeleissä, simppeleihin
 simultaani, simultaanin, simultaania, simultaanina, simultaaniin, simultaanien, simultaaneja, simultaaneina, simultaaneissa, simultaaneihin
 simultaaninen, simultaanisen, simultaanista, simultaanisena, simultaaniseen, simultaanisten, simultaanisia, simultaanisina, simultaanisissa, simultaanisiin
 sinnikäs, sinnikkään, sinnikästä, sinnikkäänä, sinnikkääseen, sinnikkäiden, sinnikkäitä, sinnikkäinä, sinnikkäissä, sinnikkäisiin
 sisarellinen, sisarellisen, sisarellista, sisarellisena, sisarelliseen, sisarellisten, sisarellisia, sisarellisina, sisarellisissa, sisarellisiin
 sisukas, sisukkaan, sisukasta, sisukkaana, sisukkaaseen, sisukkaiden, sisukkaita, sisukkaina, sisukkaissa, sisukkaisiin
 sisäinen, sisäisen, sisäistä, sisäisenä, sisäiseen, sisäisten, sisäisiä, sisäisinä, sisäisissä, sisäisiin
 sitkas, sitkaan, sitkasta, sitkaana, sitkaaseen, sitkaiden, sitkaita, sitkaina, sitkaissa, sitkaisiin
 sitkeä, sitkeän, sitkeää, sitkeänä, sitkeään, sitkeiden, sitkeitä, sitkeinä, sitkeissä, sitkeisiin
